image,true_class,predicted_class,confidence,iou,error_type
United_States_003217,D20,D20,0.802929,0.7348,TP
United_States_003223,D10,None,,,FN
United_States_003223,None,D00,0.518534,,FP
United_States_003223,None,D10,0.458832,,FP
United_States_003223,None,D10,0.326781,,FP
United_States_003223,None,D00,0.27448,,FP
United_States_003228,D00,D00,0.512802,0.9497,TP
United_States_003228,None,D20,0.411866,,FP
United_States_003230,D00,D00,0.38066,0.8429,TP
United_States_003241,D00,D00,0.715148,0.9292,TP
United_States_003241,D00,D00,0.391786,0.7051,TP
United_States_003251,D00,D00,0.727536,0.9332,TP
United_States_003251,D00,D00,0.639668,0.8634,TP
United_States_003251,D00,D00,0.566946,0.7593,TP
United_States_003251,D00,None,,,FN
United_States_003256,D00,D00,0.680636,0.7978,TP
United_States_003260,D00,D00,0.380286,0.9337,TP
United_States_003260,D00,D00,0.535169,0.8168,TP
United_States_003260,D00,D00,0.635607,0.7962,TP
United_States_003260,D10,None,,,FN
United_States_003260,None,D00,0.337016,,FP
United_States_003280,D00,D00,0.585298,0.9118,TP
United_States_003280,D00,D00,0.385675,0.9003,TP
United_States_003280,D00,None,,,FN
United_States_003280,None,D00,0.675122,,FP
United_States_003280,None,D00,0.590703,,FP
United_States_003280,None,D00,0.444191,,FP
United_States_003281,D00,None,,,FN
United_States_003292,D00,D00,0.302913,0.9263,TP
United_States_003292,D10,D10,0.549723,0.8566,TP
United_States_003292,D00,None,,,FN
United_States_003292,None,D00,0.633759,,FP
United_States_003292,None,D00,0.517126,,FP
United_States_003292,None,D00,0.494973,,FP
United_States_003292,None,D10,0.445355,,FP
United_States_003317,D00,D00,0.685248,0.9251,TP
United_States_003317,None,D00,0.336635,,FP
United_States_003329,D00,D00,0.442015,0.8517,TP
United_States_003329,D10,None,,,FN
United_States_003329,D00,None,,,FN
United_States_003329,None,D00,0.344425,,FP
United_States_003329,None,D10,0.261507,,FP
United_States_003338,D00,D00,0.511525,0.6544,TP
United_States_003347,D00,D00,0.795377,0.9461,TP
United_States_003347,D10,None,,,FN
United_States_003350,D00,D00,0.382884,0.8003,TP
United_States_003350,None,D00,0.560653,,FP
United_States_003354,D20,D20,0.300693,0.632,TP
United_States_003354,D00,None,,,FN
United_States_003354,None,D10,0.32941,,FP
United_States_003374,D00,D00,0.688922,0.8695,TP
United_States_003375,D00,D00,0.54511,0.9727,TP
United_States_003376,D00,D00,0.578165,0.8488,TP
United_States_003376,None,D00,0.399474,,FP
United_States_003384,D00,None,,,FN
United_States_003384,None,D00,0.51079,,FP
United_States_003385,D00,D00,0.622909,0.6673,TP
United_States_003385,D10,None,,,FN
United_States_003398,D00,D00,0.445951,0.9343,TP
United_States_003398,D00,None,,,FN
United_States_003398,None,D00,0.407844,,FP
United_States_003408,D00,None,,,FN
United_States_003408,None,D00,0.539913,,FP
United_States_003408,None,D00,0.324175,,FP
United_States_003411,D00,D00,0.542021,0.8712,TP
United_States_003417,D00,D00,0.741481,0.8408,TP
United_States_003417,D00,D00,0.775718,0.8082,TP
United_States_003417,D10,D10,0.549017,0.7092,TP
United_States_003417,D00,D00,0.590918,0.7002,TP
United_States_003458,D00,D00,0.527773,0.9298,TP
United_States_003458,D00,D00,0.498107,0.9137,TP
United_States_003458,D10,D10,0.369204,0.9075,TP
United_States_003458,D10,D10,0.359885,0.896,TP
United_States_003458,D00,D00,0.470023,0.8202,TP
United_States_003487,D00,D00,0.402584,0.9321,TP
United_States_003487,D00,D00,0.277706,0.8284,TP
United_States_003487,None,D00,0.586564,,FP
United_States_003513,D00,D00,0.689661,0.85,TP
United_States_003513,D10,None,,,FN
United_States_003513,None,D00,0.423412,,FP
United_States_003535,D10,D10,0.582535,0.8657,TP
United_States_003535,D00,None,,,FN
United_States_003535,None,D00,0.44463,,FP
United_States_003535,None,D10,0.304788,,FP
United_States_003535,None,D10,0.270759,,FP
United_States_003548,D00,D00,0.490962,0.7509,TP
United_States_003548,None,D00,0.302066,,FP
United_States_003566,D00,D00,0.341589,0.7324,TP
United_States_003566,D10,D10,0.264993,0.6665,TP
United_States_003572,D00,D00,0.560814,0.9017,TP
United_States_003581,D20,D20,0.873054,0.8759,TP
United_States_003586,D00,D00,0.792684,0.8804,TP
United_States_003602,D00,D00,0.663392,0.841,TP
United_States_003602,D00,None,,,FN
United_States_003602,D00,None,,,FN
United_States_003602,None,D00,0.489637,,FP
United_States_003602,None,D10,0.406498,,FP
United_States_003625,D00,D00,0.743507,0.948,TP
United_States_003625,D00,D00,0.499759,0.7336,TP
United_States_003626,D20,None,,,FN
United_States_003628,D00,D00,0.409871,0.8427,TP
United_States_003628,D00,D00,0.266237,0.8004,TP
United_States_003628,D00,None,,,FN
United_States_003628,D00,None,,,FN
United_States_003638,D10,D10,0.40688,0.9611,TP
United_States_003638,D00,D00,0.462797,0.868,TP
United_States_003638,D10,D10,0.572623,0.5363,TP
United_States_003647,D00,D00,0.754505,0.9451,TP
United_States_003647,D00,D00,0.50214,0.892,TP
United_States_003653,D00,D00,0.480696,0.6888,TP
United_States_003657,D00,None,,,FN
United_States_003657,D10,None,,,FN
United_States_003657,D10,None,,,FN
United_States_003657,D10,None,,,FN
United_States_003657,None,D00,0.365501,,FP
United_States_003663,D40,None,,,FN
United_States_003663,None,D20,0.639794,,FP
United_States_003677,D00,D00,0.582469,0.8964,TP
United_States_003677,None,D10,0.400023,,FP
United_States_003681,D10,D10,0.275044,0.8055,TP
United_States_003681,D00,D00,0.58716,0.6386,TP
United_States_003683,D10,D10,0.512096,0.9326,TP
United_States_003683,D00,D00,0.760375,0.8814,TP
United_States_003683,None,D10,0.359717,,FP
United_States_003695,D00,D00,0.684353,0.8675,TP
United_States_003695,D00,D00,0.550457,0.8494,TP
United_States_003695,D10,D10,0.560332,0.573,TP
United_States_003695,None,D00,0.334902,,FP
United_States_003706,D00,D00,0.644493,0.8742,TP
United_States_003722,D10,D10,0.352012,0.7909,TP
United_States_003722,D00,None,,,FN
United_States_003722,None,D10,0.268097,,FP
United_States_003727,D10,D10,0.42045,0.7429,TP
United_States_003727,D00,D20,0.441988,0.5005,Misclassification
United_States_003727,D00,None,,,FN
United_States_003727,None,D10,0.515817,,FP
United_States_003727,None,D10,0.298094,,FP
United_States_003733,D00,D00,0.559262,0.8524,TP
United_States_003733,D10,None,,,FN
United_States_003733,None,D00,0.359376,,FP
United_States_003742,D00,D00,0.439049,0.8805,TP
United_States_003742,D00,D00,0.372909,0.8183,TP
United_States_003742,D10,D10,0.497808,0.7683,TP
United_States_003742,None,D00,0.363123,,FP
United_States_003742,None,D10,0.324835,,FP
United_States_003742,None,D00,0.291848,,FP
United_States_003755,D10,D10,0.565461,0.8989,TP
United_States_003755,None,D00,0.610333,,FP
United_States_003758,D00,D00,0.682128,0.9042,TP
United_States_003800,D00,D00,0.364606,0.8899,TP
United_States_003801,D00,D00,0.549304,0.8576,TP
United_States_003809,D00,D00,0.670069,0.8495,TP
United_States_003809,D10,D10,0.591139,0.8034,TP
United_States_003822,D00,D00,0.479213,0.7707,TP
United_States_003822,D10,None,,,FN
United_States_003822,D00,None,,,FN
United_States_003822,None,D00,0.543391,,FP
United_States_003826,D00,D00,0.692291,0.9508,TP
United_States_003826,D10,D10,0.542929,0.8562,TP
United_States_003831,D00,D00,0.789877,0.9441,TP
United_States_003831,None,D00,0.333855,,FP
United_States_003837,D20,D20,0.517027,0.9234,TP
United_States_003837,D00,D00,0.642885,0.7426,TP
United_States_003837,None,D00,0.658882,,FP
United_States_003837,None,D00,0.283593,,FP
United_States_003838,D00,D00,0.851088,0.8083,TP
United_States_003838,D10,D10,0.409322,0.6543,TP
United_States_003838,D10,None,,,FN
United_States_003842,D00,D00,0.749009,0.9807,TP
United_States_003848,D10,None,,,FN
United_States_003848,D00,None,,,FN
United_States_003848,None,D10,0.606804,,FP
United_States_003848,None,D10,0.599279,,FP
United_States_003866,D00,D00,0.768651,0.8625,TP
United_States_003866,D00,D00,0.761778,0.8,TP
United_States_003866,None,D00,0.308937,,FP
United_States_003873,D00,D00,0.726521,0.9063,TP
United_States_003878,D00,D00,0.268925,0.7489,TP
United_States_003878,D20,None,,,FN
United_States_003878,None,D00,0.548801,,FP
United_States_003878,None,D00,0.400812,,FP
United_States_003878,None,D20,0.303001,,FP
United_States_003894,D00,D00,0.640374,0.7975,TP
United_States_003894,None,D10,0.401454,,FP
United_States_003894,None,D10,0.336129,,FP
United_States_003901,D20,D20,0.597463,0.9492,TP
United_States_003901,D20,D20,0.331949,0.8932,TP
United_States_003901,D00,None,,,FN
United_States_003901,D00,None,,,FN
United_States_003901,D00,None,,,FN
United_States_003901,None,D00,0.260057,,FP
United_States_003904,D10,D10,0.41637,0.8326,TP
United_States_003904,D00,D00,0.36346,0.5494,TP
United_States_003904,D10,None,,,FN
United_States_003913,D10,D10,0.685919,0.9554,TP
United_States_003919,D00,D00,0.780541,0.8366,TP
United_States_003919,D00,D00,0.691229,0.7971,TP
United_States_003919,D00,D00,0.381024,0.6125,TP
United_States_003919,D10,None,,,FN
United_States_003921,D00,D00,0.746142,0.9243,TP
United_States_003921,D00,D00,0.755027,0.8365,TP
United_States_003957,D10,D10,0.281683,0.5456,TP
United_States_003957,None,D10,0.600757,,FP
United_States_003960,D00,D00,0.796494,0.8891,TP
United_States_003960,D00,None,,,FN
United_States_003960,None,D00,0.313949,,FP
United_States_003963,D10,D10,0.318101,0.7644,TP
United_States_003963,D00,None,,,FN
United_States_003963,None,D10,0.480485,,FP
United_States_003963,None,D10,0.421264,,FP
United_States_003981,D10,D10,0.596316,0.8405,TP
United_States_003981,D00,D00,0.501914,0.7022,TP
United_States_003981,None,D00,0.527476,,FP
United_States_003982,D00,D00,0.468954,0.6625,TP
United_States_003982,D00,None,,,FN
United_States_003982,None,D20,0.437154,,FP
United_States_003986,D00,D00,0.76424,0.9397,TP
United_States_003986,None,D00,0.311145,,FP
United_States_003989,D00,D00,0.322123,0.7658,TP
United_States_003989,D10,D10,0.521942,0.6259,TP
United_States_003989,D20,None,,,FN
United_States_003989,None,D00,0.380887,,FP
United_States_004005,D00,D00,0.374053,0.8746,TP
United_States_004005,D10,D10,0.328893,0.7314,TP
United_States_004005,D10,None,,,FN
United_States_004005,None,D10,0.483958,,FP
United_States_004007,D00,D00,0.786643,0.9305,TP
United_States_004007,D00,D00,0.60782,0.7918,TP
United_States_004007,D00,D00,0.740929,0.7894,TP
United_States_004007,None,D00,0.381583,,FP
United_States_004007,None,D00,0.365107,,FP
United_States_004011,D00,D00,0.789698,0.7951,TP
United_States_004011,D00,D00,0.597156,0.6167,TP
United_States_004057,D10,D10,0.734122,0.6859,TP
United_States_004057,D40,None,,,FN
United_States_004076,D20,D20,0.768748,0.8552,TP
United_States_004076,D10,D10,0.516695,0.8401,TP
United_States_004087,D10,None,,,FN
United_States_004090,D00,D00,0.569033,0.9378,TP
United_States_004090,None,D00,0.27838,,FP
United_States_004096,D10,D10,0.689688,0.8626,TP
United_States_004096,D10,D10,0.518614,0.7733,TP
United_States_004096,D00,D00,0.679574,0.7305,TP
United_States_004104,D20,D20,0.790266,0.938,TP
United_States_004104,D00,D00,0.356585,0.5285,TP
United_States_004104,D10,None,,,FN
United_States_004105,D00,D00,0.381027,0.906,TP
United_States_004105,D00,D00,0.696833,0.7705,TP
United_States_004127,D00,D00,0.326717,0.6865,TP
United_States_004127,D00,None,,,FN
United_States_004127,D00,None,,,FN
United_States_004135,D00,D00,0.472382,0.9347,TP
United_States_004135,D00,D00,0.305292,0.8211,TP
United_States_004135,D00,None,,,FN
United_States_004135,D00,None,,,FN
United_States_004135,None,D00,0.329178,,FP
United_States_004135,None,D00,0.284657,,FP
United_States_004135,None,D00,0.275975,,FP
United_States_004137,D00,D00,0.615839,0.8552,TP
United_States_004137,D00,D00,0.534406,0.8154,TP
United_States_004137,D10,None,,,FN
United_States_004137,None,D10,0.295062,,FP
United_States_004137,None,D10,0.270595,,FP
United_States_004161,D00,D00,0.835284,0.9487,TP
United_States_004161,D00,D00,0.701196,0.8545,TP
United_States_004161,D10,D10,0.473162,0.8434,TP
United_States_004161,None,D10,0.331487,,FP
United_States_004168,D00,D00,0.448465,0.9562,TP
United_States_004168,D10,D10,0.537611,0.9446,TP
United_States_004168,D00,D00,0.850007,0.9331,TP
United_States_004172,D00,D00,0.766908,0.8176,TP
United_States_004172,None,D00,0.68496,,FP
United_States_004176,D00,D00,0.780118,0.7637,TP
United_States_004190,D10,D10,0.562447,0.7934,TP
United_States_004190,None,D00,0.34684,,FP
United_States_004193,D00,D00,0.679549,0.765,TP
United_States_004193,D00,D00,0.449991,0.6386,TP
United_States_004193,D00,None,,,FN
United_States_004201,D00,D00,0.397839,0.9238,TP
United_States_004201,D10,D10,0.338869,0.6385,TP
United_States_004201,None,D00,0.508683,,FP
United_States_004219,D00,D00,0.501179,0.667,TP
United_States_004219,D00,None,,,FN
United_States_004219,D00,None,,,FN
United_States_004219,None,D00,0.518611,,FP
United_States_004220,D10,D10,0.38899,0.618,TP
United_States_004220,D10,D10,0.326058,0.5743,TP
United_States_004253,D00,D20,0.279345,0.742,Misclassification
United_States_004253,D40,None,,,FN
United_States_004253,None,D00,0.608088,,FP
United_States_004264,D20,D20,0.827403,0.853,TP
United_States_004264,D00,D00,0.26852,0.76,TP
United_States_004264,D10,D10,0.447694,0.7573,TP
United_States_004264,D00,None,,,FN
United_States_004264,None,D00,0.38766,,FP
United_States_004264,None,D00,0.326488,,FP
United_States_004273,D00,D00,0.694916,0.7684,TP
United_States_004273,D00,None,,,FN
United_States_004273,None,D00,0.45408,,FP
United_States_004275,D20,None,,,FN
United_States_004275,D40,None,,,FN
United_States_004277,D00,D00,0.623584,0.9311,TP
United_States_004277,D20,D20,0.599456,0.8152,TP
United_States_004277,D20,None,,,FN
United_States_004278,D00,D00,0.744033,0.7542,TP
United_States_004278,D00,D00,0.796464,0.7234,TP
United_States_004278,D10,None,,,FN
United_States_004278,None,D10,0.339093,,FP
United_States_004278,None,D00,0.330555,,FP
United_States_004282,D00,D00,0.50523,0.8934,TP
United_States_004285,D00,D00,0.720292,0.7795,TP
United_States_004285,D10,None,,,FN
United_States_004285,None,D10,0.363902,,FP
United_States_004285,None,D00,0.32473,,FP
United_States_004290,D00,D00,0.795553,0.9006,TP
United_States_004333,D10,D00,0.439216,0.9682,Misclassification
United_States_004333,None,D00,0.369782,,FP
United_States_004339,D00,D00,0.720624,0.8838,TP
United_States_004339,D10,None,,,FN
United_States_004362,D10,D10,0.304713,0.8416,TP
United_States_004362,D00,D00,0.344405,0.8162,TP
United_States_004362,D00,D00,0.320984,0.646,TP
United_States_004362,D00,None,,,FN
United_States_004362,D00,None,,,FN
United_States_004380,D00,D00,0.646846,0.8864,TP
United_States_004380,D00,None,,,FN
United_States_004380,D00,None,,,FN
United_States_004380,D00,None,,,FN
United_States_004380,None,D00,0.334061,,FP
United_States_004387,D00,D00,0.609454,0.6319,TP
United_States_004387,D00,None,,,FN
United_States_004387,D10,None,,,FN
United_States_004387,None,D40,0.263268,,FP
United_States_004400,D20,D20,0.374087,0.8653,TP
United_States_004400,D00,D00,0.402484,0.8595,TP
United_States_004400,D10,D10,0.580613,0.7508,TP
United_States_004402,D00,D00,0.741617,0.9054,TP
United_States_004402,D00,D00,0.309502,0.8992,TP
United_States_004402,D00,D00,0.714073,0.8531,TP
United_States_004402,D00,D00,0.47623,0.8337,TP
United_States_004402,D00,D00,0.660169,0.8253,TP
United_States_004402,D10,None,,,FN
United_States_004402,None,D00,0.635431,,FP
United_States_004402,None,D10,0.488175,,FP
United_States_004402,None,D00,0.472038,,FP
United_States_004406,D10,D10,0.480104,0.8149,TP
United_States_004406,D00,None,,,FN
United_States_004406,None,D00,0.487097,,FP
United_States_004408,D10,D10,0.557409,0.7036,TP
United_States_004408,D10,D10,0.279139,0.625,TP
United_States_004408,None,D00,0.334544,,FP
United_States_004421,D00,D00,0.685478,0.7731,TP
United_States_004421,D10,D10,0.575448,0.7728,TP
United_States_004421,D20,D20,0.288199,0.6465,TP
United_States_004435,D10,None,,,FN
United_States_004446,D10,D10,0.750173,0.9043,TP
United_States_004446,D10,D00,0.583939,0.8484,Misclassification
United_States_004453,D10,D10,0.56206,0.871,TP
United_States_004474,D10,D10,0.402114,0.512,TP
United_States_004474,D00,None,,,FN
United_States_004475,D10,None,,,FN
United_States_004494,D00,D00,0.674257,0.7741,TP
United_States_004494,D20,D20,0.484637,0.6397,TP
United_States_004494,D10,None,,,FN
United_States_004494,None,D20,0.35191,,FP
United_States_004510,D10,D10,0.393333,0.8322,TP
United_States_004510,D10,D10,0.508514,0.7842,TP
United_States_004510,D00,D00,0.512978,0.6366,TP
United_States_004510,D00,None,,,FN
United_States_004518,D20,D20,0.55302,0.7239,TP
United_States_004518,None,D20,0.304021,,FP
United_States_004519,D20,D20,0.886907,0.9613,TP
United_States_004529,D00,D00,0.43234,0.9337,TP
United_States_004529,D10,D10,0.517924,0.79,TP
United_States_004529,D00,None,,,FN
United_States_004533,D00,D00,0.631247,0.9093,TP
United_States_004533,D00,D00,0.306627,0.8898,TP
United_States_004533,D00,D00,0.763274,0.8746,TP
United_States_004533,D10,D10,0.459602,0.8623,TP
United_States_004533,None,D00,0.277277,,FP
United_States_004534,D10,D10,0.26285,0.6913,TP
United_States_004539,D10,D10,0.370454,0.6018,TP
United_States_004539,D10,None,,,FN
United_States_004539,None,D10,0.399932,,FP
United_States_004539,None,D20,0.279859,,FP
United_States_004540,D00,D00,0.691174,0.9425,TP
United_States_004540,D00,D00,0.820398,0.8424,TP
United_States_004540,D20,None,,,FN
United_States_004540,None,D00,0.327359,,FP
United_States_004541,D00,D00,0.400494,0.5929,TP
